transcript_id	transcript_id_gencode_v47
ENST00000307714.12	1
ENST00000307808.10	1
ENST00000308182.10	1
ENST00000308482.14	1
ENST00000308710.9	2
ENST00000308783.9	1
ENST00000309083.8	2
ENST00000309863.11	1
ENST00000309902.10	1
ENST00000309909.11	1
ENST00000309964.8	1
ENST00000309979.11	1
ENST00000310512.4	2
ENST00000311172.11	1
ENST00000311275.11	1
ENST00000311388.7	1
ENST00000312123.13	1
ENST00000312637.5	2
ENST00000312957.9	1
ENST00000313080.8	1
ENST00000313132.8	1
ENST00000313485.10	1
ENST00000313639.8	1
ENST00000314425.9	1
ENST00000314594.6	1
ENST00000314664.12	1
ENST00000315022.2	1
ENST00000315585.11	1
ENST00000315658.11	1
ENST00000315741.5	1
ENST00000315808.14	1
ENST00000315930.11	1
ENST00000316082.4	1
ENST00000316185.9	1
ENST00000316543.14	1
ENST00000316853.10	1
ENST00000317304.10	1
ENST00000317336.11	1
ENST00000317483.4	1
ENST00000317560.13	1
ENST00000317613.10	1
ENST00000318308.10	1
ENST00000318386.8	1
ENST00000319129.10	1
ENST00000319165.13	1
ENST00000319406.8	1
ENST00000319580.13	1
ENST00000319685.12	1
ENST00000319783.5	1
ENST00000320521.10	1
ENST00000321731.8	1
ENST00000321797.12	1
ENST00000322060.9	1
ENST00000322191.10	1
ENST00000323492.11	1
ENST00000323819.8	1
ENST00000323883.11	1
ENST00000324001.8	1
ENST00000324142.4	1
ENST00000324411.8	1
ENST00000324461.9	1
ENST00000324472.9	1
ENST00000324666.9	1
ENST00000325234.5	1
ENST00000325642.7	1
ENST00000325897.5	1
ENST00000326019.11	2
ENST00000326153.10	2
ENST00000326197.11	1
ENST00000326470.9	1
ENST00000326595.11	1
ENST00000326848.7	1
ENST00000327026.7	1
ENST00000327028.8	1
ENST00000327551.6	1
ENST00000327681.10	1
ENST00000328306.4	1
ENST00000328403.10	1
ENST00000328560.12	1
ENST00000328705.7	1
ENST00000328724.9	1
ENST00000328759.11	1
ENST00000328767.9	1
ENST00000328771.9	1
ENST00000328867.9	1
ENST00000329008.9	1
ENST00000329236.8	1
ENST00000329463.9	1
ENST00000329494.9	1
ENST00000330575.9	1
ENST00000330736.10	1
ENST00000330883.9	1
ENST00000330912.7	1
ENST00000331018.8	1
ENST00000331134.11	2
ENST00000331285.7	1
ENST00000331683.10	1
ENST00000331737.10	1
ENST00000332482.8	1
ENST00000332592.7	1
ENST00000332636.5	1
ENST00000332704.5	1
ENST00000332772.4	1
ENST00000332782.7	1
ENST00000333552.9	1
ENST00000333617.8	1
ENST00000333634.10	1
ENST00000333725.10	1
ENST00000334736.7	1
ENST00000334743.9	1
ENST00000334975.13	1
ENST00000334984.10	1
ENST00000335049.5	1
ENST00000335289.5	1
ENST00000335387.9	1
ENST00000335497.11	1
ENST00000335585.9	1
ENST00000336169.3	1
ENST00000336332.5	1
ENST00000336411.7	1
ENST00000336415.8	1
ENST00000336486.5	1
ENST00000336693.8	1
ENST00000336726.11	1
ENST00000336749.3	1
ENST00000336830.9	1
ENST00000337057.8	1
ENST00000337131.9	1
ENST00000337352.10	1
ENST00000337909.5	1
ENST00000337911.8	1
ENST00000337920.8	1
ENST00000337959.8	1
ENST00000337979.9	1
ENST00000338045.7	1
ENST00000338565.3	1
ENST00000338625.9	2
ENST00000338791.11	1
ENST00000338920.8	1
ENST00000339474.9	1
ENST00000340170.8	1
ENST00000340391.8	1
ENST00000340552.4	1
ENST00000340677.9	1
ENST00000340758.7	1
ENST00000340840.6	1
ENST00000340911.8	1
ENST00000340951.9	1
ENST00000340972.8	1
ENST00000341028.8	1
ENST00000341060.3	1
ENST00000341099.6	1
ENST00000341470.8	1
ENST00000341617.7	1
ENST00000341753.10	1
ENST00000341865.9	1
ENST00000341923.10	1
ENST00000341947.7	1
ENST00000342075.8	2
ENST00000342348.9	1
ENST00000342444.8	1
ENST00000342579.8	1
ENST00000342645.7	1
ENST00000342783.5	1
ENST00000342988.8	1
ENST00000343114.7	1
ENST00000343187.8	1
ENST00000343528.10	1
ENST00000343632.9	2
ENST00000343687.7	1
ENST00000343742.6	1
ENST00000343817.9	1
ENST00000344140.6	1
ENST00000344191.8	1
ENST00000344275.11	1
ENST00000344288.10	1
ENST00000344321.8	1
ENST00000344408.10	1
ENST00000344626.10	1
ENST00000344710.9	1
ENST00000344770.6	1
ENST00000344908.9	1
ENST00000344979.7	1
ENST00000345063.8	1
ENST00000345108.6	1
ENST00000345136.8	1
ENST00000345348.9	1
ENST00000345714.8	1
ENST00000345721.6	1
ENST00000346134.11	1
ENST00000347140.7	1
ENST00000347359.3	1
ENST00000348264.6	1
ENST00000348386.7	1
ENST00000348544.4	1
ENST00000348579.6	1
ENST00000348610.3	1
ENST00000349655.8	2
ENST00000349693.3	1
ENST00000350092.8	1
ENST00000350356.7	1
ENST00000350623.7	2
ENST00000350761.9	1
ENST00000352040.7	1
ENST00000352077.6	1
ENST00000352260.11	1
ENST00000353963.7	1
ENST00000354179.9	1
ENST00000354192.7	1
ENST00000354266.7	1
ENST00000354285.8	1
ENST00000354287.5	1
ENST00000354289.9	2
ENST00000354325.2	1
ENST00000354386.10	1
ENST00000354504.7	1
ENST00000354558.7	1
ENST00000354719.10	1
ENST00000354749.6	1
ENST00000354807.7	1
ENST00000354897.3	1
ENST00000355058.7	1
ENST00000355081.3	1
ENST00000355149.8	1
ENST00000355231.9	1
ENST00000355349.4	1
ENST00000355396.7	2
ENST00000355609.8	1
ENST00000355628.9	1
ENST00000355704.7	1
ENST00000355727.3	1
ENST00000355830.11	1
ENST00000355947.6	1
ENST00000356025.7	1
ENST00000356147.3	1
ENST00000356200.7	1
ENST00000356352.6	1
ENST00000356392.9	1
ENST00000356751.8	1
ENST00000356834.7	1
ENST00000356847.8	1
ENST00000356937.7	1
ENST00000357008.7	1
ENST00000357071.8	1
ENST00000357214.6	2
ENST00000357296.7	1
ENST00000357327.9	1
ENST00000357428.5	1
ENST00000357457.9	1
ENST00000357479.10	1
ENST00000357505.10	1
ENST00000357520.8	1
ENST00000357537.4	1
ENST00000357602.7	1
ENST00000357703.6	1
ENST00000357760.6	1
ENST00000357797.9	1
ENST00000357890.9	1
ENST00000358049.8	1
ENST00000358071.8	1
ENST00000358079.8	1
ENST00000358161.9	1
ENST00000358164.9	1
ENST00000358307.6	1
ENST00000358335.9	1
ENST00000358373.8	1
ENST00000358409.7	1
ENST00000358523.9	1
ENST00000358597.7	1
ENST00000358679.3	1
ENST00000358713.7	1
ENST00000358747.10	2
ENST00000358749.3	1
ENST00000358918.7	1
ENST00000359142.8	1
ENST00000359242.7	1
ENST00000359280.8	1
ENST00000359499.8	1
ENST00000359544.2	1
ENST00000359560.7	1
ENST00000359606.3	1
ENST00000359709.7	1
ENST00000359741.10	1
ENST00000359793.7	1
ENST00000359883.6	1
ENST00000359920.11	1
ENST00000360010.9	1
ENST00000360016.9	1
ENST00000360160.8	1
ENST00000360310.6	1
ENST00000360466.6	1
ENST00000360495.9	1
ENST00000360688.3	1
ENST00000360697.4	1
ENST00000360731.7	1
ENST00000360790.9	1
ENST00000360868.7	1
ENST00000360937.9	1
ENST00000361034.7	1
ENST00000361040.9	1
ENST00000361125.1	1
ENST00000361328.7	1
ENST00000361367.7	2
ENST00000361371.10	3
ENST00000361427.6	2
ENST00000361499.7	1
ENST00000361676.8	1
ENST00000361900.10	1
ENST00000361904.7	1
ENST00000361915.8	1
ENST00000362025.9	1
ENST00000362077.5	1
ENST00000366090.6	1
ENST00000366216.6	1
ENST00000366508.5	1
ENST00000366511.1	1
ENST00000366517.5	1
ENST00000366518.4	1
ENST00000366576.3	1
ENST00000366581.6	1
ENST00000366589.1	1
ENST00000366595.7	1
ENST00000366687.5	1
ENST00000366722.5	1
ENST00000366764.8	1
ENST00000366780.8	1
ENST00000366809.6	1
ENST00000366865.1	1
ENST00000366871.7	1
ENST00000366968.8	1
ENST00000366993.7	1
ENST00000367024.5	1
ENST00000367101.5	1
ENST00000367112.1	1
ENST00000367179.7	1
ENST00000367196.4	1
ENST00000367308.8	1
ENST00000367313.4	1
ENST00000367396.7	1
ENST00000367498.8	2
ENST00000367510.8	2
ENST00000367514.7	1
ENST00000367574.9	1
ENST00000367582.7	1
ENST00000367585.1	1
ENST00000367601.8	1
ENST00000367742.7	1
ENST00000367765.5	1
ENST00000367804.4	1
ENST00000367872.9	1
ENST00000368019.5	1
ENST00000368058.5	1
ENST00000368136.3	1
ENST00000368178.3	1
ENST00000368215.7	1
ENST00000368233.3	2
ENST00000368270.2	1
ENST00000368281.1	1
ENST00000368297.5	1
ENST00000368299.7	1
ENST00000368358.4	1
ENST00000368366.5	1
ENST00000368413.5	1
ENST00000368433.5	1
ENST00000368535.2	1
ENST00000368585.3	1
ENST00000368630.7	1
ENST00000368653.7	1
ENST00000368678.8	1
ENST00000368802.8	1
ENST00000368825.7	1
ENST00000368850.4	1
ENST00000368959.9	1
ENST00000368964.3	1
ENST00000369017.5	1
ENST00000369051.7	1
ENST00000369054.6	1
ENST00000369199.5	1
ENST00000369233.6	1
ENST00000369248.9	2
ENST00000369251.6	1
ENST00000369373.9	1
ENST00000369423.8	1
ENST00000369441.7	1
ENST00000369461.3	1
ENST00000369486.8	1
ENST00000369494.5	1
ENST00000369496.8	1
ENST00000369581.2	1
ENST00000369620.6	1
ENST00000369635.7	1
ENST00000369795.8	1
ENST00000369856.8	1
ENST00000369868.7	1
ENST00000369870.7	1
ENST00000369908.9	1
ENST00000369973.7	1
ENST00000369984.4	1
ENST00000370007.5	2
ENST00000370010.6	1
ENST00000370012.1	1
ENST00000370020.1	1
ENST00000370022.9	1
ENST00000370028.7	1
ENST00000370041.4	1
ENST00000370172.5	1
ENST00000370232.4	1
ENST00000370276.6	1
ENST00000370419.6	1
ENST00000370486.1	1
ENST00000370513.9	1
ENST00000370587.5	1
ENST00000370596.5	1
ENST00000370620.5	1
ENST00000370660.3	1
ENST00000370684.5	1
ENST00000370798.5	1
ENST00000370861.1	1
ENST00000370927.5	1
ENST00000371000.5	1
ENST00000371027.5	1
ENST00000371064.7	1
ENST00000371070.8	1
ENST00000371083.4	1
ENST00000371105.7	1
ENST00000371210.1	1
ENST00000371212.5	1
ENST00000371368.5	1
ENST00000371370.8	2
ENST00000371460.5	1
ENST00000371513.9	1
ENST00000371581.9	1
ENST00000371600.7	1
ENST00000371627.5	2
ENST00000371667.1	1
ENST00000371744.5	1
ENST00000371750.9	1
ENST00000371834.6	1
ENST00000371848.3	1
ENST00000371945.10	2
ENST00000371957.4	1
ENST00000372075.2	1
ENST00000372168.7	1
ENST00000372190.8	1
ENST00000372201.5	2
ENST00000372277.7	1
ENST00000372291.3	1
ENST00000372386.6	1
ENST00000372449.6	1
ENST00000372469.6	1
ENST00000372499.5	1
ENST00000372555.8	1
ENST00000372647.6	1
ENST00000372683.1	1
ENST00000372791.8	1
ENST00000372807.10	2
ENST00000372899.6	1
ENST00000372903.6	1
ENST00000372926.5	1
ENST00000372927.5	1
ENST00000373006.5	1
ENST00000373016.4	2
ENST00000373083.8	1
ENST00000373093.4	1
ENST00000373129.7	1
ENST00000373141.5	1
ENST00000373145.3	1
ENST00000373148.5	1
ENST00000373151.6	1
ENST00000373220.7	1
ENST00000373228.5	1
ENST00000373255.9	1
ENST00000373266.8	1
ENST00000373292.8	1
ENST00000373318.6	1
ENST00000373323.8	1
ENST00000373331.2	1
ENST00000373386.6	1
ENST00000373389.5	1
ENST00000373418.7	1
ENST00000373473.5	1
ENST00000373496.3	1
ENST00000373539.3	1
ENST00000373622.9	1
ENST00000373669.8	2
ENST00000373671.7	1
ENST00000373698.7	1
ENST00000373759.1	1
ENST00000373773.7	1
ENST00000373864.5	1
ENST00000373876.5	1
ENST00000373988.5	1
ENST00000374038.7	1
ENST00000374086.3	1
ENST00000374136.5	1
ENST00000374264.6	1
ENST00000374319.8	1
ENST00000374326.7	1
ENST00000374339.5	1
ENST00000374370.1	1
ENST00000374415.7	1
ENST00000374487.6	1
ENST00000374524.1	1
ENST00000374593.4	1
ENST00000374594.1	1
ENST00000374688.5	1
ENST00000374730.2	1
ENST00000374734.7	1
ENST00000374747.9	1
ENST00000374768.1	2
ENST00000374796.6	1
ENST00000374866.9	1
ENST00000375060.5	1
ENST00000375172.6	1
ENST00000375175.1	1
ENST00000375224.1	1
ENST00000375248.9	1
ENST00000375271.4	1
ENST00000375315.8	1
ENST00000375333.4	1
ENST00000375348.3	1
ENST00000375457.2	1
ENST00000375528.8	1
ENST00000375630.6	1
ENST00000375689.5	1
ENST00000375751.8	1
ENST00000375838.5	1
ENST00000375957.5	1
ENST00000375960.6	1
ENST00000375995.3	1
ENST00000376081.8	1
ENST00000376083.7	1
ENST00000376137.9	1
ENST00000376230.7	1
ENST00000376236.9	2
ENST00000376437.9	1
ENST00000376456.8	1
ENST00000376490.7	1
ENST00000376496.4	1
ENST00000376547.7	1
ENST00000376550.7	1
ENST00000376554.8	1
ENST00000376809.10	2
ENST00000376841.6	1
ENST00000376901.9	2
ENST00000377059.7	1
ENST00000377060.7	1
ENST00000377080.7	1
ENST00000377083.5	1
ENST00000377107.7	2
ENST00000377194.7	1
ENST00000377214.8	1
ENST00000377255.3	1
ENST00000377256.1	1
ENST00000377313.7	1
ENST00000377350.7	1
ENST00000377387.5	1
ENST00000377400.8	2
ENST00000377854.9	1
ENST00000377860.8	1
ENST00000377877.4	1
ENST00000377882.7	1
ENST00000377911.1	2
ENST00000378023.8	1
ENST00000378119.9	2
ENST00000378330.7	1
ENST00000378441.6	1
ENST00000378460.7	2
ENST00000378463.5	1
ENST00000378511.7	1
ENST00000378520.7	1
ENST00000378525.2	1
ENST00000378529.7	1
ENST00000378638.6	1
ENST00000378699.6	1
ENST00000378809.8	1
ENST00000378868.4	1
ENST00000379017.7	1
ENST00000379019.7	2
ENST00000379023.8	1
ENST00000379024.8	1
ENST00000379066.5	1
ENST00000379152.7	1
ENST00000379165.8	1
ENST00000379186.8	1
ENST00000379225.2	1
ENST00000379235.5	1
ENST00000379250.10	2
ENST00000379643.10	1
ENST00000379651.7	1
ENST00000379698.8	2
ENST00000379730.7	1
ENST00000379799.7	1
ENST00000379933.7	1
ENST00000379960.9	1
ENST00000379995.1	1
ENST00000379999.6	1
ENST00000380013.9	1
ENST00000380056.7	1
ENST00000380121.7	1
ENST00000380176.7	1
ENST00000380368.6	1
ENST00000380375.4	1
ENST00000380430.6	1
ENST00000380491.7	1
ENST00000380496.5	1
ENST00000380602.3	1
ENST00000380698.5	2
ENST00000380733.9	1
ENST00000380920.8	1
ENST00000380921.3	1
ENST00000380927.6	1
ENST00000380938.6	1
ENST00000380987.2	1
ENST00000381112.7	2
ENST00000381177.7	1
ENST00000381272.5	1
ENST00000381404.8	1
ENST00000381461.6	1
ENST00000381464.6	2
ENST00000381500.6	1
ENST00000381839.7	1
ENST00000381886.8	1
ENST00000381913.8	1
ENST00000382061.5	1
ENST00000382162.7	1
ENST00000382224.5	1
ENST00000382238.6	1
ENST00000382457.8	1
ENST00000382490.9	1
ENST00000382499.7	2
ENST00000382839.7	1
ENST00000382870.7	1
ENST00000382882.9	2
ENST00000382974.6	1
ENST00000382978.5	1
ENST00000383028.8	1
ENST00000383131.3	1
ENST00000383734.6	1
ENST00000383766.6	1
ENST00000383832.8	1
ENST00000388798.7	1
ENST00000388940.8	1
ENST00000389003.7	1
ENST00000389010.7	1
ENST00000389103.4	1
ENST00000389195.7	1
ENST00000389224.7	1
ENST00000389272.7	1
ENST00000389416.8	1
ENST00000389532.9	1
ENST00000389568.7	1
ENST00000389774.6	1
ENST00000389798.7	1
ENST00000389869.7	1
ENST00000389887.9	1
ENST00000389938.7	1
ENST00000389993.7	1
ENST00000391898.7	1
ENST00000391911.5	1
ENST00000391970.3	1
ENST00000392000.4	1
ENST00000392018.1	1
ENST00000392114.6	1
ENST00000392151.6	1
ENST00000392249.6	1
ENST00000392320.7	1
ENST00000392343.3	1
ENST00000392348.6	1
ENST00000392436.7	1
ENST00000392462.6	1
ENST00000392496.3	1
ENST00000392500.7	1
ENST00000392569.8	1
ENST00000392571.6	1
ENST00000392589.6	1
ENST00000392644.9	1
ENST00000392715.6	1
ENST00000392771.1	1
ENST00000392782.5	1
ENST00000392871.6	2
ENST00000392873.4	1
ENST00000392910.6	1
ENST00000392925.6	1
ENST00000392990.6	1
ENST00000393003.7	1
ENST00000393046.3	2
ENST00000393086.5	1
ENST00000393092.7	1
ENST00000393207.5	1
ENST00000393284.8	1
ENST00000393313.5	1
ENST00000393324.7	1
ENST00000393348.6	1
ENST00000393349.2	1
ENST00000393415.7	1
ENST00000393445.7	1
ENST00000393485.5	1
ENST00000393569.6	1
ENST00000393580.2	1
ENST00000393605.7	1
ENST00000393637.5	1
ENST00000393808.8	1
ENST00000393810.5	2
ENST00000393830.5	1
ENST00000393930.5	1
ENST00000393955.6	1
ENST00000394000.6	1
ENST00000394085.7	1
ENST00000394091.5	1
ENST00000394202.8	1
ENST00000394207.6	1
ENST00000394234.6	1
ENST00000394251.2	1
ENST00000394275.7	2
ENST00000394300.7	1
ENST00000394321.9	1
ENST00000394327.2	1
ENST00000394374.8	1
ENST00000394455.6	1
ENST00000394478.1	1
ENST00000394534.7	1
ENST00000394553.6	1
ENST00000394626.5	1
ENST00000394637.2	1
ENST00000394686.3	1
ENST00000394706.7	1
ENST00000394714.6	1
ENST00000394715.1	1
ENST00000394728.4	1
ENST00000394744.6	1
ENST00000394745.3	1
ENST00000394765.7	1
ENST00000394818.8	1
ENST00000394821.2	3
ENST00000394848.5	1
ENST00000394869.7	1
ENST00000394883.3	1
ENST00000394926.7	1
ENST00000394961.6	1
ENST00000395095.7	1
ENST00000395125.1	1
ENST00000395248.6	1
ENST00000395270.5	1
ENST00000395275.7	1
ENST00000395308.5	1
ENST00000395309.7	1
ENST00000395336.7	1
ENST00000395376.5	1
ENST00000395392.6	1
ENST00000395522.6	1
ENST00000395532.8	1
ENST00000395557.4	1
ENST00000395589.6	2
ENST00000395678.7	1
ENST00000395684.5	1
ENST00000395736.7	1
ENST00000395758.3	1
ENST00000395759.6	2
ENST00000395809.5	1
ENST00000395840.6	1
ENST00000395853.5	1
ENST00000395898.3	1
ENST00000396040.6	1
ENST00000396096.6	1
ENST00000396098.5	1
ENST00000396105.6	1
ENST00000396136.6	1
ENST00000396205.6	1
ENST00000396208.4	1
ENST00000396296.7	1
ENST00000396315.5	1
ENST00000396429.5	1
ENST00000396578.8	1
ENST00000396658.8	1
ENST00000396672.5	1
ENST00000396705.10	3
ENST00000396802.7	1
ENST00000396941.8	1
ENST00000396997.1	1
ENST00000397013.2	1
ENST00000397108.8	1
ENST00000397168.7	1
ENST00000397225.2	1
ENST00000397282.2	1
ENST00000397303.6	1
ENST00000397378.7	1
ENST00000397418.4	1
ENST00000397497.8	1
ENST00000397523.5	1
ENST00000397553.6	1
ENST00000397660.3	1
ENST00000397775.7	1
ENST00000397792.8	1
ENST00000397886.3	1
ENST00000397996.6	1
ENST00000397997.6	1
ENST00000398014.7	1
ENST00000398017.3	1
ENST00000398203.8	1
ENST00000398319.6	1
ENST00000398379.2	1
ENST00000398395.8	1
ENST00000398421.6	1
ENST00000398457.6	1
ENST00000398544.7	1
ENST00000398548.6	1
ENST00000398595.7	1
ENST00000398645.6	1
ENST00000398671.2	1
ENST00000398792.3	1
ENST00000398793.6	1
ENST00000398799.2	1
ENST00000398800.8	1
ENST00000398835.7	1
ENST00000398888.6	2
ENST00000398896.6	1
ENST00000398991.3	1
ENST00000399035.7	1
ENST00000399054.6	1
ENST00000399120.5	1
ENST00000399179.6	1
ENST00000399205.5	1
ENST00000399273.5	1
ENST00000399304.7	1
ENST00000399339.6	1
ENST00000399353.5	1
ENST00000399380.7	1
ENST00000399449.3	1
ENST00000399455.2	1
ENST00000399577.9	1
ENST00000399686.6	1
ENST00000399777.1	1
ENST00000400104.7	1
ENST00000400105.6	1
ENST00000400289.5	1
ENST00000400294.7	1
ENST00000400440.7	1
ENST00000400470.3	1
ENST00000400761.7	1
ENST00000400794.7	1
ENST00000400830.4	1
ENST00000401396.5	1
ENST00000401443.5	1
ENST00000401672.7	1
ENST00000401738.3	1
ENST00000401753.5	1
ENST00000401910.7	1
ENST00000402042.7	1
ENST00000402054.5	1
ENST00000402508.5	1
ENST00000402631.1	1
ENST00000402746.5	1
ENST00000403017.2	1
ENST00000403167.5	1
ENST00000403402.1	1
ENST00000403461.5	1
ENST00000403482.7	1
ENST00000403525.5	1
ENST00000403537.3	1
ENST00000403579.1	1
ENST00000403663.6	1
ENST00000403724.5	1
ENST00000403732.2	1
ENST00000403744.7	1
ENST00000403750.5	1
ENST00000403810.6	2
ENST00000403856.1	1
ENST00000403904.5	1
ENST00000403975.1	1
ENST00000403999.7	1
ENST00000404008.6	1
ENST00000404049.7	1
ENST00000404085.7	2
ENST00000404127.6	1
ENST00000404251.1	1
ENST00000404393.5	1
ENST00000404755.7	1
ENST00000404789.8	3
ENST00000404790.5	1
ENST00000405147.7	1
ENST00000405237.7	1
ENST00000405240.5	1
ENST00000405289.5	1
ENST00000405334.5	1
ENST00000405340.6	1
ENST00000405402.6	1
ENST00000405431.2	1
ENST00000405436.5	1
ENST00000405523.7	1
ENST00000405677.5	1
ENST00000405852.5	1
ENST00000405961.3	1
ENST00000405984.8	1
ENST00000406226.1	1
ENST00000406236.8	1
ENST00000406272.6	1
ENST00000406297.7	1
ENST00000406397.1	1
ENST00000406509.7	1
ENST00000406629.1	1
ENST00000406768.1	1
ENST00000406799.1	1
ENST00000406818.8	1
ENST00000406829.2	1
ENST00000406861.6	1
ENST00000406921.7	1
ENST00000406964.5	1
ENST00000406979.6	1
ENST00000407038.7	1
ENST00000407112.1	1
ENST00000407122.5	1
ENST00000407142.5	1
ENST00000407186.5	1
ENST00000407351.5	1
ENST00000407365.5	1
ENST00000407439.7	1
ENST00000407609.7	1
ENST00000407633.1	1
ENST00000407704.1	1
ENST00000407806.2	1
ENST00000407925.5	1
ENST00000407982.6	1
ENST00000408948.7	1
ENST00000408989.6	1
ENST00000409022.2	1
ENST00000409064.5	1
ENST00000409090.1	1
ENST00000409130.5	1
ENST00000409136.5	1
ENST00000409151.5	1
ENST00000409171.5	1
ENST00000409174.1	1
ENST00000409176.6	1
ENST00000409196.7	1
ENST00000409213.5	1
